"BaseIdentifier","Action","FolderName","KeptFolder","Status","Error"
"a8b_Buck_Rodgers_1983","WOULD DELETE","a8b_Buck_Rodgers_1983_Sega_US_t","a8b_Buck_Rodgers_1983_Sega_US","Dry Run",""
"a8b_Super_Zaxxon_1985","WOULD DELETE","a8b_Super_Zaxxon_1985_U.S._Gold_GB_a","a8b_Super_Zaxxon_1985_U.S._Gold_GB","Dry Run",""
"a8b_Super_Zaxxon_1985","WOULD DELETE","a8b_Super_Zaxxon_1985_U.S._Gold_GB_h_Phlegm_Hacker_k_file","a8b_Super_Zaxxon_1985_U.S._Gold_GB","Dry Run",""
"a8b_Super_Zaxxon_1985","WOULD DELETE","a8b_Super_Zaxxon_1985_U.S._Gold_GB_k_file","a8b_Super_Zaxxon_1985_U.S._Gold_GB","Dry Run",""
"a8b_Super_Zaxxon_1985","WOULD DELETE","a8b_Super_Zaxxon_1985_U.S._Gold_GB_m","a8b_Super_Zaxxon_1985_U.S._Gold_GB","Dry Run",""
"a8b_Rainbow_Walker_1983","WOULD DELETE","a8b_Rainbow_Walker_1983_Synapse_Software_US_XL_XE_k_file","a8b_Rainbow_Walker_1983_Synapse_Software_US_XL_XE","Dry Run",""
"a8b_Rainbow_Walker_1983","WOULD DELETE","a8b_Rainbow_Walker_1983_Synapse_Software_US_XL_XE_t","a8b_Rainbow_Walker_1983_Synapse_Software_US_XL_XE","Dry Run",""
"a8b_Zorro_1985_U.S.","WOULD DELETE","a8b_Zorro_1985_U.S._Gold_GB_a_k_file","a8b_Zorro_1985_U.S._Gold_GB","Dry Run",""
"a8b_Zorro_1985_U.S.","WOULD DELETE","a8b_Zorro_1985_U.S._Gold_GB_k_file","a8b_Zorro_1985_U.S._Gold_GB","Dry Run",""
"a8b_Great_American_Cross","WOULD DELETE","a8b_Great_American_Cross_Country_Road_Race_The_1985_Activision_cr_Paul_I.C_k_file.at","a8b_Great_American_Cross_Country_Road_Race_The_1985_Activision","Dry Run",""
"a8b_Chopper_Hunt_1984","WOULD DELETE","a8b_Chopper_Hunt_1984_Imagic_US_a_k_file","a8b_Chopper_Hunt_1984_Imagic_US_a","Dry Run",""
"a8b_Chopper_Hunt_1984","WOULD DELETE","a8b_Chopper_Hunt_1984_Imagic_US_k_file","a8b_Chopper_Hunt_1984_Imagic_US_a","Dry Run",""
"a8b_On_Cue_Pool","WOULD DELETE","a8b_On_Cue_Pool_87_1987_Mastertronic_GB_cr_Mr._Bacardi_tape_version","a8b_On_Cue_Pool_87_1987_Mastertronic_GB_a_tape_version_k_file","Dry Run",""
"a8b_On_Cue_Pool","WOULD DELETE","a8b_On_Cue_Pool_87_1987_Mastertronic_GB_tape_version_k_file","a8b_On_Cue_Pool_87_1987_Mastertronic_GB_a_tape_version_k_file","Dry Run",""
"a8b_Emerald_Isle_1985","WOULD DELETE","a8b_Emerald_Isle_1985_Level_9_Computing_GB_b_playable_k_file","a8b_Emerald_Isle_1985_Level_9_Computing_GB","Dry Run",""
"a8b_Emerald_Isle_1985","WOULD DELETE","a8b_Emerald_Isle_1985_Level_9_Computing_GB_cr_N.A.P.O._k_file","a8b_Emerald_Isle_1985_Level_9_Computing_GB","Dry Run",""
"a8b_Juice_1983_Tronix","WOULD DELETE","a8b_Juice_1983_Tronix_US_k_file","a8b_Juice_1983_Tronix_US_a_k_file","Dry Run",""
"a8b_Stack_Up_1991","WOULD DELETE","a8b_Stack_Up_1991_Zeppelin_Games_GB_cr_Burton_Bandit_k_file","a8b_Stack_Up_1991_Zeppelin_Games_GB_cr_Burton_Bandit_a_k_file","Dry Run",""
"a8b_Stack_Up_1991","WOULD DELETE","a8b_Stack_Up_1991_Zeppelin_Games_GB_cr_Mr._Bacardi_k_file","a8b_Stack_Up_1991_Zeppelin_Games_GB_cr_Burton_Bandit_a_k_file","Dry Run",""
"a8b_Miecze_Valdgira_II","WOULD DELETE","a8b_Miecze_Valdgira_II_Wladca_Gor_1993_ASF_PL_cr_GSL_t_GSL_k_file","a8b_Miecze_Valdgira_II_Wladca_Gor_1993_ASF_PL_cr","Dry Run",""
"a8b_Miecze_Valdgira_II","WOULD DELETE","a8b_Miecze_Valdgira_II_Wladca_Gor_1993_ASF_PL_cr_k_file","a8b_Miecze_Valdgira_II_Wladca_Gor_1993_ASF_PL_cr","Dry Run",""
"a8b_Eidolon_The_v1.1","WOULD DELETE","a8b_Eidolon_The_v1.1_1985_Epyx_US_a","a8b_Eidolon_The_v1.1_1985_Epyx_US","Dry Run",""
"a8b_Eidolon_The_v1.1","WOULD DELETE","a8b_Eidolon_The_v1.1_1985_Epyx_US_a2","a8b_Eidolon_The_v1.1_1985_Epyx_US","Dry Run",""
"a8b_Eidolon_The_v1.1","WOULD DELETE","a8b_Eidolon_The_v1.1_1985_Epyx_US_a3","a8b_Eidolon_The_v1.1_1985_Epyx_US","Dry Run",""
"a8b_Eidolon_The_v1.1","WOULD DELETE","a8b_Eidolon_The_v1.1_1985_Epyx_US_a4","a8b_Eidolon_The_v1.1_1985_Epyx_US","Dry Run",""
"a8b_Mysterious_Adventure_02","WOULD DELETE","a8b_Mysterious_Adventure_02_The_Time_Machine_1982_Digital_Fantasia_GB_k_file","a8b_Mysterious_Adventure_02_The_Time_Machine_1982_Digital_Fantasia_GB","Dry Run",""
"a8b_Astro_Chase_1982","WOULD DELETE","a8b_Astro_Chase_1982_First_Star_Software_US_compressed_k_file","a8b_Astro_Chase_1982_First_Star_Software_US","Dry Run",""
"a8b_Astro_Chase_1982","WOULD DELETE","a8b_Astro_Chase_1982_First_Star_Software_US_DD","a8b_Astro_Chase_1982_First_Star_Software_US","Dry Run",""
"a8b_Astro_Chase_1982","WOULD DELETE","a8b_Astro_Chase_1982_First_Star_Software_US_dualD","a8b_Astro_Chase_1982_First_Star_Software_US","Dry Run",""
"a8b_Astro_Chase_1982","WOULD DELETE","a8b_Astro_Chase_1982_First_Star_Software_US_k_file","a8b_Astro_Chase_1982_First_Star_Software_US","Dry Run",""
"a8b_Montezumas_Revenge_1984","WOULD DELETE","a8b_Montezumas_Revenge_1984_Parker_Brothers_US_h","a8b_Montezumas_Revenge_1984_Parker_Brothers_US","Dry Run",""
"a8b_Montezumas_Revenge_1984","WOULD DELETE","a8b_Montezumas_Revenge_1984_Parker_Brothers_US_h_Steve_Bruce_a_k_file","a8b_Montezumas_Revenge_1984_Parker_Brothers_US","Dry Run",""
"a8b_Montezumas_Revenge_1984","WOULD DELETE","a8b_Montezumas_Revenge_1984_Parker_Brothers_US_h_Steve_Bruce_a2_k_file","a8b_Montezumas_Revenge_1984_Parker_Brothers_US","Dry Run",""
"a8b_Montezumas_Revenge_1984","WOULD DELETE","a8b_Montezumas_Revenge_1984_Parker_Brothers_US_h_Steve_Bruce_k_file","a8b_Montezumas_Revenge_1984_Parker_Brothers_US","Dry Run",""
"a8b_Montezumas_Revenge_1984","WOULD DELETE","a8b_Montezumas_Revenge_1984_Parker_Brothers_US_t_Wizard","a8b_Montezumas_Revenge_1984_Parker_Brothers_US","Dry Run",""
"a8b_007_The_Living","WOULD DELETE","a8b_007_The_Living_Daylights_1987_Domark_GB_cr_L.P.S","a8b_007_The_Living_Daylights_1987_Domark_GB","Dry Run",""
"a8b_007_The_Living","WOULD DELETE","a8b_007_The_Living_Daylights_1987_Domark_GB_cr_S.H.A.B","a8b_007_The_Living_Daylights_1987_Domark_GB","Dry Run",""
"a8b_007_The_Living","WOULD DELETE","a8b_007_The_Living_Daylights_1987_Domark_GB_k_file","a8b_007_The_Living_Daylights_1987_Domark_GB","Dry Run",""
"a8b_Periscope_Up_1988","WOULD DELETE","a8b_Periscope_Up_1988_Atlantis_Software_GB_k_file","a8b_Periscope_Up_1988_Atlantis_Software_GB","Dry Run",""
"a8b_Mario_Bros._1983","WOULD DELETE","a8b_Mario_Bros._1983_Atari_US_5200_req_OSb_k_file","a8b_Mario_Bros._1983_Atari_US_5200_req_OSb","Dry Run",""
"a8b_Mario_Bros._1983","WOULD DELETE","a8b_Mario_Bros._1983_Atari_US_a_5200_req_OSb_k_file","a8b_Mario_Bros._1983_Atari_US_5200_req_OSb","Dry Run",""
"a8b_Mario_Bros._1983","WOULD DELETE","a8b_Mario_Bros._1983_Atari_US_a2_5200_req_OSb_k_file","a8b_Mario_Bros._1983_Atari_US_5200_req_OSb","Dry Run",""
"a8b_Mario_Bros._1983","WOULD DELETE","a8b_Mario_Bros._1983_Atari_US_t_5200","a8b_Mario_Bros._1983_Atari_US_5200_req_OSb","Dry Run",""
"a8b_Robotron_2084_1983","WOULD DELETE","a8b_Robotron_2084_1983_Atari_US_k_file","a8b_Robotron_2084_1983_Atari_US_a_k_file","Dry Run",""
"a8b_Master_Head_1992","WOULD DELETE","a8b_Master_Head_1992_Sonix_PL_cr_LMG_k_file","a8b_Master_Head_1992_Sonix_PL_cr_LMG_a","Dry Run",""
"a8b_Master_Head_1992","WOULD DELETE","a8b_Master_Head_1992_Sonix_PL_h_GSL_k_file","a8b_Master_Head_1992_Sonix_PL_cr_LMG_a","Dry Run",""
"a8b_Master_Head_1992","WOULD DELETE","a8b_Master_Head_1992_Sonix_PL_t_Maft_k_file","a8b_Master_Head_1992_Sonix_PL_cr_LMG_a","Dry Run",""
"a8b_Adventure_No._07","WOULD DELETE","a8b_Adventure_No._07_Mystery_Fun_House_v3.9_145_1981_Adventure_International_US_k_fi","a8b_Adventure_No._07_Mystery_Fun_House_v3.9_145_1981_Adventure_International_US","Dry Run",""
"a8b_Battle_for_Normandy","WOULD DELETE","a8b_Battle_for_Normandy_1982_SSI_US_tr_fr_BASIC","a8b_Battle_for_Normandy_1982_SSI_US_BASIC","Dry Run",""
"a8b_Fantastic_Soccer_1989","WOULD DELETE","a8b_Fantastic_Soccer_1989_Zeppelin_Games_GB_h_United_Nightmares_k_file","a8b_Fantastic_Soccer_1989_Zeppelin_Games_GB_cr_Radek_Software_k_file","Dry Run",""
"a8b_Speed_Zone_1989","WOULD DELETE","a8b_Speed_Zone_1989_Mastertronic_GB_cr_Tommysoft_k_file","a8b_Speed_Zone_1989_Mastertronic_GB_cr_Mr._Bacardi_k_file","Dry Run",""
"a8b_Pac_Man_1982","WOULD DELETE","a8b_Pac_Man_1982_Atari_US_a2","a8b_Pac_Man_1982_Atari_US_a_k_file","Dry Run",""
"a8b_Pac_Man_1982","WOULD DELETE","a8b_Pac_Man_1982_Atari_US_a2_k_file","a8b_Pac_Man_1982_Atari_US_a_k_file","Dry Run",""
"a8b_Pac_Man_1982","WOULD DELETE","a8b_Pac_Man_1982_Atari_US_a3_k_file","a8b_Pac_Man_1982_Atari_US_a_k_file","Dry Run",""
"a8b_Pac_Man_1982","WOULD DELETE","a8b_Pac_Man_1982_Atari_US_h","a8b_Pac_Man_1982_Atari_US_a_k_file","Dry Run",""
"a8b_Pac_Man_1982","WOULD DELETE","a8b_Pac_Man_1982_Atari_US_k_file","a8b_Pac_Man_1982_Atari_US_a_k_file","Dry Run",""
"a8b_Pac_Man_1982","WOULD DELETE","a8b_Pac_Man_1982_Atari_US_t","a8b_Pac_Man_1982_Atari_US_a_k_file","Dry Run",""
"a8b_Pole_Position_1983","WOULD DELETE","a8b_Pole_Position_1983_Atari_US_a_k_file","a8b_Pole_Position_1983_Atari_US","Dry Run",""
"a8b_Pole_Position_1983","WOULD DELETE","a8b_Pole_Position_1983_Atari_US_k_file","a8b_Pole_Position_1983_Atari_US","Dry Run",""
"a8b_Zorro_1985_Datasoft","WOULD DELETE","a8b_Zorro_1985_Datasoft_US_cr_N.A.P.O._t","a8b_Zorro_1985_Datasoft_US_a_k_file","Dry Run",""
"a8b_Zorro_1985_Datasoft","WOULD DELETE","a8b_Zorro_1985_Datasoft_US_cr_N.A.P.O._t_a","a8b_Zorro_1985_Datasoft_US_a_k_file","Dry Run",""
"a8b_Zorro_1985_Datasoft","WOULD DELETE","a8b_Zorro_1985_Datasoft_US_k_file","a8b_Zorro_1985_Datasoft_US_a_k_file","Dry Run",""
"a8b_BCs_Quest_for","WOULD DELETE","a8b_BCs_Quest_For_Tires_1983_Sierra_On_Line_US_a_k_file","a8b_BCs_Quest_for_Tires_1983_Sierra_On_Line_US","Dry Run",""
"a8b_BCs_Quest_for","WOULD DELETE","a8b_BCs_Quest_For_Tires_1983_Sierra_On_Line_US_k_file","a8b_BCs_Quest_for_Tires_1983_Sierra_On_Line_US","Dry Run",""
"a8b_BCs_Quest_for","WOULD DELETE","a8b_BCs_Quest_for_Tires_1983_Sierra_On_Line_US_t","a8b_BCs_Quest_for_Tires_1983_Sierra_On_Line_US","Dry Run",""
"a8b_BCs_Quest_for","WOULD DELETE","a8b_BCs_Quest_For_Tires_1983_Sierra_On_Line_US_t_Wizard","a8b_BCs_Quest_for_Tires_1983_Sierra_On_Line_US","Dry Run",""
"a8b_Cosmic_Pirate_1989","WOULD DELETE","a8b_Cosmic_Pirate_1989_Byte_Back_GB_k_file","a8b_Cosmic_Pirate_1989_Byte_Back_GB","Dry Run",""
"a8b_cart_Crystal_Castles","WOULD DELETE","a8b_cart_Crystal_Castles_1984_Atari_US_proto","a8b_cart_Crystal_Castles_1984_Atari_US_beta","Dry Run",""
"a8b_cart_Crystal_Castles","WOULD DELETE","a8b_cart_Crystal_Castles_1988_Atari_US_XE","a8b_cart_Crystal_Castles_1984_Atari_US_beta","Dry Run",""
"a8b_B_1_Nuclear","WOULD DELETE","a8b_B_1_Nuclear_Bomber_1983_Avalon_Hill_US","a8b_B_1_Nuclear_Bomber_1981_Avalon_Hill_US_BASIC","Dry Run",""
"a8b_Mr._Cool_1983","WOULD DELETE","a8b_Mr._Cool_1983_Sierra_On_Line_US_k_file","a8b_Mr._Cool_1983_Sierra_On_Line_US","Dry Run",""
"a8b_Mr._Cool_1983","WOULD DELETE","a8b_Mr._Cool_1983_Sierra_On_Line_US_t","a8b_Mr._Cool_1983_Sierra_On_Line_US","Dry Run",""
"a8b_Stealth_1984_Broderbund","WOULD DELETE","a8b_Stealth_1984_Broderbund_US_a2_k_file","a8b_Stealth_1984_Broderbund_US_a_k_file","Dry Run",""
"a8b_Stealth_1984_Broderbund","WOULD DELETE","a8b_Stealth_1984_Broderbund_US_k_file","a8b_Stealth_1984_Broderbund_US_a_k_file","Dry Run",""
"a8b_Kick_Off_1989","WOULD DELETE","a8b_Kick_Off_1989_Anco_Software_PAL_GB_k_file","a8b_Kick_Off_1989_Anco_Software_PAL_GB_cr_ESA_k_file","Dry Run",""
"a8b_Kikstart_1986_Mastertronic","WOULD DELETE","a8b_Kikstart_1986_Mastertronic_compressed_k_file","a8b_Kikstart_1986_Mastertronic_a_k_file","Dry Run",""
"a8b_Kikstart_1986_Mastertronic","WOULD DELETE","a8b_Kikstart_1986_Mastertronic_h_k_file","a8b_Kikstart_1986_Mastertronic_a_k_file","Dry Run",""
"a8b_Kikstart_1986_Mastertronic","WOULD DELETE","a8b_Kikstart_1986_Mastertronic_k_file","a8b_Kikstart_1986_Mastertronic_a_k_file","Dry Run",""
"a8b_Protector_1989_Mastertronic","WOULD DELETE","a8b_Protector_1989_Mastertronic_GB_cr_Mr._Bacardi_k_file","a8b_Protector_1989_Mastertronic_GB_cr_L.K._Safari_k_file","Dry Run",""
"a8b_HardBall_1985_Accolade","WOULD DELETE","a8b_HardBall_1985_Accolade_US_cr_Captain_Wizard_a","a8b_HardBall_1985_Accolade_US_cr_Captain_Wizard","Dry Run",""
"a8b_HardBall_1985_Accolade","WOULD DELETE","a8b_HardBall_1985_Accolade_US_cr_N.A.P.O._a_k_file","a8b_HardBall_1985_Accolade_US_cr_Captain_Wizard","Dry Run",""
"a8b_HardBall_1985_Accolade","WOULD DELETE","a8b_HardBall_1985_Accolade_US_cr_N.A.P.O._k_file","a8b_HardBall_1985_Accolade_US_cr_Captain_Wizard","Dry Run",""
"a8b_Heathcliff_Fun_With","WOULD DELETE","a8b_Heathcliff_Fun_With_Spelling_1984_Datasoft_US_req_OSb","a8b_Heathcliff_Fun_With_Spelling_1984_Datasoft_US_cr_MT_k_file","Dry Run",""
"a8b_Lords_of_Time","WOULD DELETE","a8b_Lords_of_Time_1983_Level_9_Computing_GB_b_playable_k_file","a8b_Lords_of_Time_1983_Level_9_Computing_GB","Dry Run",""
"a8b_Lords_of_Time","WOULD DELETE","a8b_Lords_of_Time_1983_Level_9_Computing_GB_DOS","a8b_Lords_of_Time_1983_Level_9_Computing_GB","Dry Run",""
"a8b_Lords_of_Time","WOULD DELETE","a8b_Lords_of_Time_1983_Level_9_Computing_GB_k_file","a8b_Lords_of_Time_1983_Level_9_Computing_GB","Dry Run",""
"a8b_Survivor_1982_Synapse","WOULD DELETE","a8b_Survivor_1982_Synapse_Software_US_a_req_OSb","a8b_Survivor_1982_Synapse_Software_US","Dry Run",""
"a8b_Survivor_1982_Synapse","WOULD DELETE","a8b_Survivor_1982_Synapse_Software_US_req_OSb","a8b_Survivor_1982_Synapse_Software_US","Dry Run",""
"a8b_221B_Baker_Street","WOULD DELETE","a8b_221B_Baker_Street_Case_Library_2_1987_Datasoft_US","a8b_221B_Baker_Street_Case_Library_1_1987_Datasoft_US","Dry Run",""
"a8b_Warhawk_1986_Firebird","WOULD DELETE","a8b_Warhawk_1986_Firebird_PAL_GB_a2_k_file","a8b_Warhawk_1986_Firebird_PAL_GB_a_k_file","Dry Run",""
"a8b_Warhawk_1986_Firebird","WOULD DELETE","a8b_Warhawk_1986_Firebird_PAL_GB_k_file","a8b_Warhawk_1986_Firebird_PAL_GB_a_k_file","Dry Run",""
"a8b_Crack_Up_1989","WOULD DELETE","a8b_Crack_Up_1989_Atlantis_Software_GB_cr_Lord_of_Darkness","a8b_Crack_Up_1989_Atlantis_Software_GB_cr_GEM_k_file","Dry Run",""
"a8b_Protector_II_1982","WOULD DELETE","a8b_Protector_II_1982_Synapse_Software_US_req_OSb","a8b_Protector_II_1982_Synapse_Software_US_a_req_OSb_k_file","Dry Run",""
"a8b_Protector_II_1982","WOULD DELETE","a8b_Protector_II_1982_Synapse_Software_US_req_OSb_k_file","a8b_Protector_II_1982_Synapse_Software_US_a_req_OSb_k_file","Dry Run",""
"a8b_Protector_II_1982","WOULD DELETE","a8b_Protector_II_1982_Synapse_Software_US_t_req_OSb","a8b_Protector_II_1982_Synapse_Software_US_a_req_OSb_k_file","Dry Run",""
"a8b_Track_Field_1984","WOULD DELETE","a8b_Track_Field_1984_Atari_US_k_file","a8b_Track_Field_1984_Atari_US_a_k_file","Dry Run",""
"a8b_Fast_Eddie_1982","WOULD DELETE","a8b_Fast_Eddie_1982_Sirius_Software_US_k_file","a8b_Fast_Eddie_1982_Sirius_Software_US_a_k_file","Dry Run",""
"a8b_Neverending_Story_The","WOULD DELETE","a8b_Neverending_Story_The_1986_Datasoft_US_cr_BCS_h_Gandalf_Software","a8b_Neverending_Story_The_1986_Datasoft_US","Dry Run",""
"a8b_Cops_N_Robbers","WOULD DELETE","a8b_Cops_N_Robbers_1988_Atlantis_Software_GB_cr_Mr._Bacardi","a8b_Cops_N_Robbers_1988_Atlantis_Software_GB","Dry Run",""
"a8b_Cops_N_Robbers","WOULD DELETE","a8b_Cops_N_Robbers_1988_Atlantis_Software_GB_k_file","a8b_Cops_N_Robbers_1988_Atlantis_Software_GB","Dry Run",""
"a8b_Bruce_Lee_1984","WOULD DELETE","a8b_Bruce_Lee_1984_Datasoft_US_a2","a8b_Bruce_Lee_1984_Datasoft_US_a_k_file","Dry Run",""
"a8b_Bruce_Lee_1984","WOULD DELETE","a8b_Bruce_Lee_1984_Datasoft_US_cr_George","a8b_Bruce_Lee_1984_Datasoft_US_a_k_file","Dry Run",""
"a8b_Bruce_Lee_1984","WOULD DELETE","a8b_Bruce_Lee_1984_Datasoft_US_k_file","a8b_Bruce_Lee_1984_Datasoft_US_a_k_file","Dry Run",""
"a8b_Bruce_Lee_1984","WOULD DELETE","a8b_Bruce_Lee_1984_Datasoft_US_t_Wizard","a8b_Bruce_Lee_1984_Datasoft_US_a_k_file","Dry Run",""
"a8b_M.U.L.E._1983_Electronic","WOULD DELETE","a8b_M.U.L.E._1983_Electronic_Arts_US_a","a8b_M.U.L.E._1983_Electronic_Arts_US","Dry Run",""
"a8b_M.U.L.E._1983_Electronic","WOULD DELETE","a8b_M.U.L.E._1983_Electronic_Arts_US_a2","a8b_M.U.L.E._1983_Electronic_Arts_US","Dry Run",""
"a8b_M.U.L.E._1983_Electronic","WOULD DELETE","a8b_M.U.L.E._1983_Electronic_Arts_US_a3","a8b_M.U.L.E._1983_Electronic_Arts_US","Dry Run",""
"a8b_M.U.L.E._1983_Electronic","WOULD DELETE","a8b_M.U.L.E._1983_Electronic_Arts_US_h","a8b_M.U.L.E._1983_Electronic_Arts_US","Dry Run",""
"a8b_Mouse_Trap_1987","WOULD DELETE","a8b_Mouse_Trap_1987_MicroValue_GB_a_k_file","a8b_Mouse_Trap_1987_MicroValue_GB","Dry Run",""
"a8b_Mouse_Trap_1987","WOULD DELETE","a8b_Mouse_Trap_1987_MicroValue_GB_k_file","a8b_Mouse_Trap_1987_MicroValue_GB","Dry Run",""
"a8b_Ducks_Ahoy_1984","WOULD DELETE","a8b_Ducks_Ahoy_1984_CBS_Software_US_k_file","a8b_Ducks_Ahoy_1984_CBS_Software_US_b2_k_file","Dry Run",""
"a8b_Congo_Bongo_1983","WOULD DELETE","a8b_Congo_Bongo_1983_Sega_US_a_k_file","a8b_Congo_Bongo_1983_Sega_US_a","Dry Run",""
"a8b_Congo_Bongo_1983","WOULD DELETE","a8b_Congo_Bongo_1983_Sega_US_a2_k_file","a8b_Congo_Bongo_1983_Sega_US_a","Dry Run",""
"a8b_Congo_Bongo_1983","WOULD DELETE","a8b_Congo_Bongo_1983_Sega_US_k_file","a8b_Congo_Bongo_1983_Sega_US_a","Dry Run",""
"a8b_Congo_Bongo_1983","WOULD DELETE","a8b_Congo_Bongo_1983_Sega_US_t_Wizard","a8b_Congo_Bongo_1983_Sega_US_a","Dry Run",""
"a8b_Pitstop_II_1984","WOULD DELETE","a8b_Pitstop_II_1984_Epyx_US_a_k_file","a8b_Pitstop_II_1984_Epyx_US_a","Dry Run",""
"a8b_Pitstop_II_1984","WOULD DELETE","a8b_Pitstop_II_1984_Epyx_US_k_file","a8b_Pitstop_II_1984_Epyx_US_a","Dry Run",""
"a8b_Dragons_Keep_1984","WOULD DELETE","a8b_Dragons_Keep_1984_Sierra_On_Line_US_cr_Bit_Cruncher_BASIC","a8b_Dragons_Keep_1984_Sierra_On_Line_US_BASIC","Dry Run",""
"a8b_Kupiec_1993_ASF","WOULD DELETE","a8b_Kupiec_1993_ASF_PL_h_GSL_k_file","a8b_Kupiec_1993_ASF_PL_cr_KSL_k_file","Dry Run",""
"a8b_Kupiec_1993_ASF","WOULD DELETE","a8b_Kupiec_1993_ASF_PL_h_GSL_KSL","a8b_Kupiec_1993_ASF_PL_cr_KSL_k_file","Dry Run",""
"a8b_Kupiec_1993_ASF","WOULD DELETE","a8b_Kupiec_1993_ASF_PL_h_MBsoft_tr_cs_k_file","a8b_Kupiec_1993_ASF_PL_cr_KSL_k_file","Dry Run",""
"a8b_Fortress_Underground_1987","WOULD DELETE","a8b_Fortress_Underground_1987_Kingsoft_DE_en_cr_Coyote","a8b_Fortress_Underground_1987_Kingsoft_DE_en","Dry Run",""
"a8b_Fortress_Underground_1987","WOULD DELETE","a8b_Fortress_Underground_1987_Kingsoft_DE_en_cr_Coyote_a","a8b_Fortress_Underground_1987_Kingsoft_DE_en","Dry Run",""
"a8b_Fortress_Underground_1987","WOULD DELETE","a8b_Fortress_Underground_1987_Kingsoft_DE_en_cr_Coyote_a2","a8b_Fortress_Underground_1987_Kingsoft_DE_en","Dry Run",""
"a8b_Fortress_Underground_1987","WOULD DELETE","a8b_Fortress_Underground_1987_Kingsoft_DE_en_h_Swing_k_file","a8b_Fortress_Underground_1987_Kingsoft_DE_en","Dry Run",""
"a8b_River_Rescue_1983","WOULD DELETE","a8b_River_Rescue_1983_Thorn_EMI_GB_a_k_file","a8b_River_Rescue_1983_Thorn_EMI_GB_a","Dry Run",""
"a8b_River_Rescue_1983","WOULD DELETE","a8b_River_Rescue_1983_Thorn_EMI_GB_k_file","a8b_River_Rescue_1983_Thorn_EMI_GB_a","Dry Run",""
"a8b_River_Rescue_1983","WOULD DELETE","a8b_River_Rescue_1983_Thorn_EMI_GB_t_Wizard","a8b_River_Rescue_1983_Thorn_EMI_GB_a","Dry Run",""
"a8b_Theatre_Europe_1986","WOULD DELETE","a8b_Theatre_Europe_1986_Datasoft_US_a_k_file","a8b_Theatre_Europe_1986_Datasoft_US","Dry Run",""
"a8b_Theatre_Europe_1986","WOULD DELETE","a8b_Theatre_Europe_1986_Datasoft_US_k_file","a8b_Theatre_Europe_1986_Datasoft_US","Dry Run",""
"a8b_SWAT_1986_Mastertronic","WOULD DELETE","a8b_SWAT_1986_Mastertronic_k_file","a8b_SWAT_1986_Mastertronic_cr_Uncle_Fester_k_file","Dry Run",""
"a8b_Gemstone_Warrior_1985","WOULD DELETE","a8b_Gemstone_Warrior_1985_SSI_US_cr_N.A.P.O._b3","a8b_Gemstone_Warrior_1985_SSI_US_cr_N.A.P.O._b2","Dry Run",""
"a8b_Gemstone_Warrior_1985","WOULD DELETE","a8b_Gemstone_Warrior_1985_SSI_US_cr_N.A.P.O._b4","a8b_Gemstone_Warrior_1985_SSI_US_cr_N.A.P.O._b2","Dry Run",""
