"Action","FolderName","FromPath","ToPath","Year","Status"
"MOVE","zx_Green_Beret_1986_Imagine_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Green_Beret_1986_Imagine_Software","..\thumbnails-deduped\1986\zx_Green_Beret_1986_Imagine_Software","1986","Success"
"MOVE","zx_Grell_and_Falla_1987_Codemasters","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Grell_and_Falla_1987_Codemasters","..\thumbnails-deduped\1987\zx_Grell_and_Falla_1987_Codemasters","1987","Success"
"MOVE","zx_Gremlins_The_Adventure_1985_Adventure_International","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Gremlins_The_Adventure_1985_Adventure_International","..\thumbnails-deduped\1985\zx_Gremlins_The_Adventure_1985_Adventure_International","1985","Success"
"MOVE","zx_Greyfell_1987_Starlight_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Greyfell_1987_Starlight_Software","..\thumbnails-deduped\1987\zx_Greyfell_1987_Starlight_Software","1987","Success"
"MOVE","zx_Gridrunner_1983_Quicksilva_16K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Gridrunner_1983_Quicksilva_16K","..\thumbnails-deduped\1983\zx_Gridrunner_1983_Quicksilva_16K","1983","Success"
"MOVE","zx_Grid_Iron_2_1989_Alternative_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Grid_Iron_2_1989_Alternative_Software","..\thumbnails-deduped\1989\zx_Grid_Iron_2_1989_Alternative_Software","1989","Success"
"MOVE","zx_Grid_Trap_1986_LiveWire_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Grid_Trap_1986_LiveWire_Software","..\thumbnails-deduped\1986\zx_Grid_Trap_1986_LiveWire_Software","1986","Success"
"MOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","..\thumbnails-deduped\1987\zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","1987","Success"
"MOVE","zx_Gryzor_1987_Ocean","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Gryzor_1987_Ocean","..\thumbnails-deduped\1987\zx_Gryzor_1987_Ocean","1987","Success"
"MOVE","zx_Guadalcanal_1987_Activision_Part_1_of_3","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Guadalcanal_1987_Activision_Part_1_of_3","..\thumbnails-deduped\1987\zx_Guadalcanal_1987_Activision_Part_1_of_3","1987","Success"
"MOVE","zx_Guardian_Angel_The_1990_Dinamic_Software_a_aka_Freddy_Hardest_in_South_Manhattan","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Guardian_Angel_The_1990_Dinamic_Software_a_aka_Freddy_Hardest_in_South_Manhattan","..\thumbnails-deduped\1990\zx_Guardian_Angel_The_1990_Dinamic_Software_a_aka_Freddy_Hardest_in_South_Manhattan","1990","Success"
"MOVE","zx_Guardian_II_Revenge_of_the_Mutants_1990_Hi_Tec_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Guardian_II_Revenge_of_the_Mutants_1990_Hi_Tec_Software","..\thumbnails-deduped\1990\zx_Guardian_II_Revenge_of_the_Mutants_1990_Hi_Tec_Software","1990","Success"
"MOVE","zx_Guerra_de_las_Vajillas_La_1988_Dinamic_Software_es_Part_1_of_2","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Guerra_de_las_Vajillas_La_1988_Dinamic_Software_es_Part_1_of_2","..\thumbnails-deduped\1988\zx_Guerra_de_las_Vajillas_La_1988_Dinamic_Software_es_Part_1_of_2","1988","Success"
"MOVE","zx_Guerrilla_War_1988_Imagine_Software_128K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Guerrilla_War_1988_Imagine_Software_128K","..\thumbnails-deduped\1988\zx_Guerrilla_War_1988_Imagine_Software_128K","1988","Success"
"MOVE","zx_Gunboat_1987_Piranha","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Gunboat_1987_Piranha","..\thumbnails-deduped\1987\zx_Gunboat_1987_Piranha","1987","Success"
"MOVE","zx_Gunship_1987_Microprose_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Gunship_1987_Microprose_Software","..\thumbnails-deduped\1987\zx_Gunship_1987_Microprose_Software","1987","Success"
"MOVE","zx_Gunstar_1987_Firebird_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Gunstar_1987_Firebird_Software","..\thumbnails-deduped\1987\zx_Gunstar_1987_Firebird_Software","1987","Success"
"MOVE","zx_Gutz_1988_Ocean","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Gutz_1988_Ocean","..\thumbnails-deduped\1988\zx_Gutz_1988_Ocean","1988","Success"
"MOVE","zx_Gyroscope_1985_Melbourne_House","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Gyroscope_1985_Melbourne_House","..\thumbnails-deduped\1985\zx_Gyroscope_1985_Melbourne_House","1985","Success"
"MOVE","zx_G_LOC_1992_U.S._Gold_128K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_G_LOC_1992_U.S._Gold_128K","..\thumbnails-deduped\1992\zx_G_LOC_1992_U.S._Gold_128K","1992","Success"
"MOVE","zx_H.A.T.E._Hostile_All_Terrain_Encounter_1989_Gremlin_Graphics_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_H.A.T.E._Hostile_All_Terrain_Encounter_1989_Gremlin_Graphics_Software","..\thumbnails-deduped\1989\zx_H.A.T.E._Hostile_All_Terrain_Encounter_1989_Gremlin_Graphics_Software","1989","Success"
"MOVE","zx_Hacker_1985_Activision","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hacker_1985_Activision","..\thumbnails-deduped\1985\zx_Hacker_1985_Activision","1985","Success"
"MOVE","zx_Hacker_II_The_Doomsday_Papers_1987_Activision","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hacker_II_The_Doomsday_Papers_1987_Activision","..\thumbnails-deduped\1987\zx_Hacker_II_The_Doomsday_Papers_1987_Activision","1987","Success"
"MOVE","zx_Hades_Nebula_1987_Nexus_Productions","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hades_Nebula_1987_Nexus_Productions","..\thumbnails-deduped\1987\zx_Hades_Nebula_1987_Nexus_Productions","1987","Success"
"MOVE","zx_Halls_of_the_Things_1983_Crystal_Computing","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Halls_of_the_Things_1983_Crystal_Computing","..\thumbnails-deduped\1983\zx_Halls_of_the_Things_1983_Crystal_Computing","1983","Success"
"MOVE","zx_Hammerfist_1990_Activision","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hammerfist_1990_Activision","..\thumbnails-deduped\1990\zx_Hammerfist_1990_Activision","1990","Success"
"MOVE","zx_Hammer_Boy_1991_Dinamic_Software_Part_2_of_2","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hammer_Boy_1991_Dinamic_Software_Part_2_of_2","..\thumbnails-deduped\1991\zx_Hammer_Boy_1991_Dinamic_Software_Part_2_of_2","1991","Success"
"MOVE","zx_Hampstead_1984_Melbourne_House","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hampstead_1984_Melbourne_House","..\thumbnails-deduped\1984\zx_Hampstead_1984_Melbourne_House","1984","Success"
"MOVE","zx_Handicap_Golf_1984_CRL_Group","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Handicap_Golf_1984_CRL_Group","..\thumbnails-deduped\1984\zx_Handicap_Golf_1984_CRL_Group","1984","Success"
"MOVE","zx_Happiest_Days_of_Your_Life_The_1986_Firebird_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Happiest_Days_of_Your_Life_The_1986_Firebird_Software","..\thumbnails-deduped\1986\zx_Happiest_Days_of_Your_Life_The_1986_Firebird_Software","1986","Success"
"MOVE","zx_Hardball_1986_Advance_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hardball_1986_Advance_Software","..\thumbnails-deduped\1986\zx_Hardball_1986_Advance_Software","1986","Success"
"MOVE","zx_Hard_Drivin_1989_Domark_128K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hard_Drivin_1989_Domark_128K","..\thumbnails-deduped\1989\zx_Hard_Drivin_1989_Domark_128K","1989","Success"
"MOVE","zx_Harrier_Attack_1983_Durell_Software_16K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Harrier_Attack_1983_Durell_Software_16K","..\thumbnails-deduped\1983\zx_Harrier_Attack_1983_Durell_Software_16K","1983","Success"
"MOVE","zx_Harvey_Headbanger_1986_Firebird_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Harvey_Headbanger_1986_Firebird_Software","..\thumbnails-deduped\1986\zx_Harvey_Headbanger_1986_Firebird_Software","1986","Success"
"MOVE","zx_Havoc_1990_Players_Premier_Software_128K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Havoc_1990_Players_Premier_Software_128K","..\thumbnails-deduped\1990\zx_Havoc_1990_Players_Premier_Software_128K","1990","Success"
"MOVE","zx_Hawk_Storm_1991_Players_Premier_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hawk_Storm_1991_Players_Premier_Software","..\thumbnails-deduped\1991\zx_Hawk_Storm_1991_Players_Premier_Software","1991","Success"
"MOVE","zx_Head_Coach_1986_Addictive_Games","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Head_Coach_1986_Addictive_Games","..\thumbnails-deduped\1986\zx_Head_Coach_1986_Addictive_Games","1986","Success"
"MOVE","zx_Head_over_Heels_1987_Ocean","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Head_over_Heels_1987_Ocean","..\thumbnails-deduped\1987\zx_Head_over_Heels_1987_Ocean","1987","Success"
"MOVE","zx_Head_Start_1987_Bug_Byte_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Head_Start_1987_Bug_Byte_Software","..\thumbnails-deduped\1987\zx_Head_Start_1987_Bug_Byte_Software","1987","Success"
"MOVE","zx_Heartland_1986_Odin_Computer_Graphics","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Heartland_1986_Odin_Computer_Graphics","..\thumbnails-deduped\1986\zx_Heartland_1986_Odin_Computer_Graphics","1986","Success"
"MOVE","zx_Heathrow_Air_Traffic_Control_1983_Hewson_Consultants_16K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Heathrow_Air_Traffic_Control_1983_Hewson_Consultants_16K","..\thumbnails-deduped\1983\zx_Heathrow_Air_Traffic_Control_1983_Hewson_Consultants_16K","1983","Success"
"MOVE","zx_Heathrow_International_Air_Traffic_Control_1985_Hewson_Consultants","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Heathrow_International_Air_Traffic_Control_1985_Hewson_Consultants","..\thumbnails-deduped\1985\zx_Heathrow_International_Air_Traffic_Control_1985_Hewson_Consultants","1985","Success"
"MOVE","zx_Heilige_Rustung_des_Antiriad_Die_1986__de_a_aka_Sacred_Armour_of_Antiriad_The.z8","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Heilige_Rustung_des_Antiriad_Die_1986__de_a_aka_Sacred_Armour_of_Antiriad_The.z8","..\thumbnails-deduped\1986\zx_Heilige_Rustung_des_Antiriad_Die_1986__de_a_aka_Sacred_Armour_of_Antiriad_The.z8","1986","Success"
"MOVE","zx_Hellfire_Attack_1989_Martech_Games","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hellfire_Attack_1989_Martech_Games","..\thumbnails-deduped\1989\zx_Hellfire_Attack_1989_Martech_Games","1989","Success"
"MOVE","zx_Helm_The_1985_Firebird_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Helm_The_1985_Firebird_Software","..\thumbnails-deduped\1985\zx_Helm_The_1985_Firebird_Software","1985","Success"
"MOVE","zx_Helter_Skelter_1990_Audiogenic_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Helter_Skelter_1990_Audiogenic_Software","..\thumbnails-deduped\1990\zx_Helter_Skelter_1990_Audiogenic_Software","1990","Success"
"MOVE","zx_Helter_Skelter_Editor_1990_Audiogenic_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Helter_Skelter_Editor_1990_Audiogenic_Software","..\thumbnails-deduped\1990\zx_Helter_Skelter_Editor_1990_Audiogenic_Software","1990","Success"
"MOVE","zx_Herberts_Dummy_Run_1985_Mikro_Gen","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Herberts_Dummy_Run_1985_Mikro_Gen","..\thumbnails-deduped\1985\zx_Herberts_Dummy_Run_1985_Mikro_Gen","1985","Success"
"MOVE","zx_Hercules_1986_Alpha_Omega_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hercules_1986_Alpha_Omega_Software","..\thumbnails-deduped\1986\zx_Hercules_1986_Alpha_Omega_Software","1986","Success"
"MOVE","zx_Hercules_Slayer_of_the_Damned_1988_Gremlin_Graphics_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hercules_Slayer_of_the_Damned_1988_Gremlin_Graphics_Software","..\thumbnails-deduped\1988\zx_Hercules_Slayer_of_the_Damned_1988_Gremlin_Graphics_Software","1988","Success"
"MOVE","zx_Heroes_of_Karn_1984_Interceptor_Micros_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Heroes_of_Karn_1984_Interceptor_Micros_Software","..\thumbnails-deduped\1984\zx_Heroes_of_Karn_1984_Interceptor_Micros_Software","1984","Success"
"MOVE","zx_Heroes_of_the_Lance_1988_U.S._Gold","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Heroes_of_the_Lance_1988_U.S._Gold","..\thumbnails-deduped\1988\zx_Heroes_of_the_Lance_1988_U.S._Gold","1988","Success"
"MOVE","zx_Hero_1984_Activision","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hero_1984_Activision","..\thumbnails-deduped\1984\zx_Hero_1984_Activision","1984","Success"
"MOVE","zx_Hero_Quest_1991_Gremlin_Graphics_Software_128K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hero_Quest_1991_Gremlin_Graphics_Software_128K","..\thumbnails-deduped\1991\zx_Hero_Quest_1991_Gremlin_Graphics_Software_128K","1991","Success"
"MOVE","zx_Hero_Quest_Return_of_the_Witch_Lord_1991_Gremlin_Graphics_Software_128K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hero_Quest_Return_of_the_Witch_Lord_1991_Gremlin_Graphics_Software_128K","..\thumbnails-deduped\1991\zx_Hero_Quest_Return_of_the_Witch_Lord_1991_Gremlin_Graphics_Software_128K","1991","Success"
"MOVE","zx_Hideous_1992_Alternative_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hideous_1992_Alternative_Software","..\thumbnails-deduped\1992\zx_Hideous_1992_Alternative_Software","1992","Success"
"MOVE","zx_Highlander_1986_Ocean_Part_1_of_3","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Highlander_1986_Ocean_Part_1_of_3","..\thumbnails-deduped\1986\zx_Highlander_1986_Ocean_Part_1_of_3","1986","Success"
"MOVE","zx_Highway_Encounter_1985_Vortex_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Highway_Encounter_1985_Vortex_Software","..\thumbnails-deduped\1985\zx_Highway_Encounter_1985_Vortex_Software","1985","Success"
"MOVE","zx_High_Frontier_1987_Activision","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_High_Frontier_1987_Activision","..\thumbnails-deduped\1987\zx_High_Frontier_1987_Activision","1987","Success"
"MOVE","zx_Hobbit_The_v1.0_1982_Melbourne_House","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hobbit_The_v1.0_1982_Melbourne_House","..\thumbnails-deduped\1982\zx_Hobbit_The_v1.0_1982_Melbourne_House","1982","Success"
"MOVE","zx_Hobbit_The_v1.2_1982_Melbourne_House","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hobbit_The_v1.2_1982_Melbourne_House","..\thumbnails-deduped\1982\zx_Hobbit_The_v1.2_1982_Melbourne_House","1982","Success"
"MOVE","zx_Hocus_Focus_1986_Quicksilva","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hocus_Focus_1986_Quicksilva","..\thumbnails-deduped\1986\zx_Hocus_Focus_1986_Quicksilva","1986","Success"
"MOVE","zx_Hollywood_Poker_1987_Diamond_Games","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hollywood_Poker_1987_Diamond_Games","..\thumbnails-deduped\1987\zx_Hollywood_Poker_1987_Diamond_Games","1987","Success"
"MOVE","zx_Hong_Kong_Phooey_1990_Hi_Tec_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hong_Kong_Phooey_1990_Hi_Tec_Software","..\thumbnails-deduped\1990\zx_Hong_Kong_Phooey_1990_Hi_Tec_Software","1990","Success"
"MOVE","zx_Hopper_Copper_1988_Silverbird_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hopper_Copper_1988_Silverbird_Software","..\thumbnails-deduped\1988\zx_Hopper_Copper_1988_Silverbird_Software","1988","Success"
"MOVE","zx_Hopping_Mad_1988_Elite_Systems","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hopping_Mad_1988_Elite_Systems","..\thumbnails-deduped\1988\zx_Hopping_Mad_1988_Elite_Systems","1988","Success"
"MOVE","zx_Horace_Goes_Skiing_1982_Sinclair_Research","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Horace_Goes_Skiing_1982_Sinclair_Research","..\thumbnails-deduped\1982\zx_Horace_Goes_Skiing_1982_Sinclair_Research","1982","Success"
"MOVE","zx_Hormigas_1983_Microbyte_es_aka_Ant_Attack","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hormigas_1983_Microbyte_es_aka_Ant_Attack","..\thumbnails-deduped\1983\zx_Hormigas_1983_Microbyte_es_aka_Ant_Attack","1983","Success"
"MOVE","zx_Hotshot_1988_Addictive_Games_128K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hotshot_1988_Addictive_Games_128K","..\thumbnails-deduped\1988\zx_Hotshot_1988_Addictive_Games_128K","1988","Success"
"MOVE","zx_Hot_Rod_1990_Activision","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hot_Rod_1990_Activision","..\thumbnails-deduped\1990\zx_Hot_Rod_1990_Activision","1990","Success"
"MOVE","zx_House_Jack_Built_The_1984_Thor_Computer_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_House_Jack_Built_The_1984_Thor_Computer_Software","..\thumbnails-deduped\1984\zx_House_Jack_Built_The_1984_Thor_Computer_Software","1984","Success"
"MOVE","zx_Howard_the_Duck_1987_Activision","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Howard_the_Duck_1987_Activision","..\thumbnails-deduped\1987\zx_Howard_the_Duck_1987_Activision","1987","Success"
"MOVE","zx_How_to_be_a_Complete_Bastard_1987_Virgin_Games","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_How_to_be_a_Complete_Bastard_1987_Virgin_Games","..\thumbnails-deduped\1987\zx_How_to_be_a_Complete_Bastard_1987_Virgin_Games","1987","Success"
"MOVE","zx_Hudson_Hawk_1991_Ocean_128K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hudson_Hawk_1991_Ocean_128K","..\thumbnails-deduped\1991\zx_Hudson_Hawk_1991_Ocean_128K","1991","Success"
"MOVE","zx_Human_Killing_Machine_1988_U.S._Gold_128K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Human_Killing_Machine_1988_U.S._Gold_128K","..\thumbnails-deduped\1988\zx_Human_Killing_Machine_1988_U.S._Gold_128K","1988","Success"
"MOVE","zx_Humpty_Dumpty_in_the_Garden_1984_Artic_Computing","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Humpty_Dumpty_in_the_Garden_1984_Artic_Computing","..\thumbnails-deduped\1984\zx_Humpty_Dumpty_in_the_Garden_1984_Artic_Computing","1984","Success"
"MOVE","zx_Humpty_Dumpty_Meets_the_Fuzzie_Wuzzies_1984_Artic_Computing","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Humpty_Dumpty_Meets_the_Fuzzie_Wuzzies_1984_Artic_Computing","..\thumbnails-deduped\1984\zx_Humpty_Dumpty_Meets_the_Fuzzie_Wuzzies_1984_Artic_Computing","1984","Success"
"MOVE","zx_Hunchback_1984_Ocean","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hunchback_1984_Ocean","..\thumbnails-deduped\1984\zx_Hunchback_1984_Ocean","1984","Success"
"MOVE","zx_Hunchback_II_Quasimodos_Revenge_1985_Ocean","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hunchback_II_Quasimodos_Revenge_1985_Ocean","..\thumbnails-deduped\1985\zx_Hunchback_II_Quasimodos_Revenge_1985_Ocean","1985","Success"
"MOVE","zx_Hunchback_The_Adventure_1986_Ocean_Part_1_of_3","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hunchback_The_Adventure_1986_Ocean_Part_1_of_3","..\thumbnails-deduped\1986\zx_Hunchback_The_Adventure_1986_Ocean_Part_1_of_3","1986","Success"
"MOVE","zx_Hungry_Horace_1982_Sinclair_Research","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hungry_Horace_1982_Sinclair_Research","..\thumbnails-deduped\1982\zx_Hungry_Horace_1982_Sinclair_Research","1982","Success"
"MOVE","zx_Hunt_for_Red_October_The_Based_on_the_Book_1988_Grandslam_Entertainments_128K.z8","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hunt_for_Red_October_The_Based_on_the_Book_1988_Grandslam_Entertainments_128K.z8","..\thumbnails-deduped\1988\zx_Hunt_for_Red_October_The_Based_on_the_Book_1988_Grandslam_Entertainments_128K.z8","1988","Success"
"MOVE","zx_Hustler_1984_Bubblebus_Software_16K","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hustler_1984_Bubblebus_Software_16K","..\thumbnails-deduped\1984\zx_Hustler_1984_Bubblebus_Software_16K","1984","Success"
"MOVE","zx_Huxley_Pig_1991_Alternative_Software_Part_1_of_2","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Huxley_Pig_1991_Alternative_Software_Part_1_of_2","..\thumbnails-deduped\1991\zx_Huxley_Pig_1991_Alternative_Software_Part_1_of_2","1991","Success"
"MOVE","zx_Hypaball_1986_Odin_Computer_Graphics","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hypaball_1986_Odin_Computer_Graphics","..\thumbnails-deduped\1986\zx_Hypaball_1986_Odin_Computer_Graphics","1986","Success"
"MOVE","zx_Hyperbowl_1986_Mastertronic","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hyperbowl_1986_Mastertronic","..\thumbnails-deduped\1986\zx_Hyperbowl_1986_Mastertronic","1986","Success"
"MOVE","zx_Hysteria_1987_Software_Projects","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hysteria_1987_Software_Projects","..\thumbnails-deduped\1987\zx_Hysteria_1987_Software_Projects","1987","Success"
"MOVE","zx_Hysteria_Thalbert_Dock_Mix_1987_Software_Projects","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Hysteria_Thalbert_Dock_Mix_1987_Software_Projects","..\thumbnails-deduped\1987\zx_Hysteria_Thalbert_Dock_Mix_1987_Software_Projects","1987","Success"
"MOVE","zx_I.C.U.P.S._1985_Thor_Computer_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_I.C.U.P.S._1985_Thor_Computer_Software","..\thumbnails-deduped\1985\zx_I.C.U.P.S._1985_Thor_Computer_Software","1985","Success"
"MOVE","zx_Ian_Bothams_Test_Match_1985_Tynesoft","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Ian_Bothams_Test_Match_1985_Tynesoft","..\thumbnails-deduped\1985\zx_Ian_Bothams_Test_Match_1985_Tynesoft","1985","Success"
"MOVE","zx_Ice_Station_Zero_1985_8th_Day_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Ice_Station_Zero_1985_8th_Day_Software","..\thumbnails-deduped\1985\zx_Ice_Station_Zero_1985_8th_Day_Software","1985","Success"
"MOVE","zx_Ice_Temple_The_1986_Bubblebus_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Ice_Temple_The_1986_Bubblebus_Software","..\thumbnails-deduped\1986\zx_Ice_Temple_The_1986_Bubblebus_Software","1986","Success"
"MOVE","zx_Icicle_Works_1985_Statesoft","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Icicle_Works_1985_Statesoft","..\thumbnails-deduped\1985\zx_Icicle_Works_1985_Statesoft","1985","Success"
"MOVE","zx_Ikari_Warriors_1988_Elite_Systems","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Ikari_Warriors_1988_Elite_Systems","..\thumbnails-deduped\1988\zx_Ikari_Warriors_1988_Elite_Systems","1988","Success"
"MOVE","zx_Imagination_1987_Firebird_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Imagination_1987_Firebird_Software","..\thumbnails-deduped\1987\zx_Imagination_1987_Firebird_Software","1987","Success"
"MOVE","zx_Impact_1988_Audiogenic_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Impact_1988_Audiogenic_Software","..\thumbnails-deduped\1988\zx_Impact_1988_Audiogenic_Software","1988","Success"
"MOVE","zx_Implosion_1987_Cascade_Games","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Implosion_1987_Cascade_Games","..\thumbnails-deduped\1987\zx_Implosion_1987_Cascade_Games","1987","Success"
"MOVE","zx_Impossamole_Part_1_Klondike_1990_Gremlin_Graphics_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Impossamole_Part_1_Klondike_1990_Gremlin_Graphics_Software","..\thumbnails-deduped\1990\zx_Impossamole_Part_1_Klondike_1990_Gremlin_Graphics_Software","1990","Success"
"MOVE","zx_Impossamole_Part_2_Orient_1990_Gremlin_Graphics_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Impossamole_Part_2_Orient_1990_Gremlin_Graphics_Software","..\thumbnails-deduped\1990\zx_Impossamole_Part_2_Orient_1990_Gremlin_Graphics_Software","1990","Success"
"MOVE","zx_Impossamole_Part_3_Amazon_1990_Gremlin_Graphics_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Impossamole_Part_3_Amazon_1990_Gremlin_Graphics_Software","..\thumbnails-deduped\1990\zx_Impossamole_Part_3_Amazon_1990_Gremlin_Graphics_Software","1990","Success"
"MOVE","zx_Impossamole_Part_4_Iceland_1990_Gremlin_Graphics_Software","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\zx_Impossamole_Part_4_Iceland_1990_Gremlin_Graphics_Software","..\thumbnails-deduped\1990\zx_Impossamole_Part_4_Iceland_1990_Gremlin_Graphics_Software","1990","Success"
