"Action","FolderName","FromPath","ToPath","Year","Status"
"MOVE","a8b_Mysterious_Adventure_05_Escape_From_Pulsar_7_1982_Digital_Fantasia_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Mysterious_Adventure_05_Escape_From_Pulsar_7_1982_Digital_Fantasia_GB","..\thumbnails-deduped\1982\a8b_Mysterious_Adventure_05_Escape_From_Pulsar_7_1982_Digital_Fantasia_GB","1982","Success"
"MOVE","a8b_Mysterious_Adventure_06_Circus_1982_Digital_Fantasia_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Mysterious_Adventure_06_Circus_1982_Digital_Fantasia_GB","..\thumbnails-deduped\1982\a8b_Mysterious_Adventure_06_Circus_1982_Digital_Fantasia_GB","1982","Success"
"MOVE","a8b_Mysterious_Adventure_07_Feasibility_Experiment_1982_Digital_Fantasia_GB_k_file.a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Mysterious_Adventure_07_Feasibility_Experiment_1982_Digital_Fantasia_GB_k_file.a","..\thumbnails-deduped\1982\a8b_Mysterious_Adventure_07_Feasibility_Experiment_1982_Digital_Fantasia_GB_k_file.a","1982","Success"
"MOVE","a8b_Mysterious_Adventure_08_Wizard_of_Akyrz_The_1982_Digital_Fantasia_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Mysterious_Adventure_08_Wizard_of_Akyrz_The_1982_Digital_Fantasia_GB","..\thumbnails-deduped\1982\a8b_Mysterious_Adventure_08_Wizard_of_Akyrz_The_1982_Digital_Fantasia_GB","1982","Success"
"MOVE","a8b_Mysterious_Adventure_09_Perseus_Andromeda_1982_Digital_Fantasia_GB_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Mysterious_Adventure_09_Perseus_Andromeda_1982_Digital_Fantasia_GB_k_file","..\thumbnails-deduped\1982\a8b_Mysterious_Adventure_09_Perseus_Andromeda_1982_Digital_Fantasia_GB_k_file","1982","Success"
"MOVE","a8b_Mysterious_Adventure_10_Ten_Little_Indians_1982_Digital_Fantasia_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Mysterious_Adventure_10_Ten_Little_Indians_1982_Digital_Fantasia_GB","..\thumbnails-deduped\1982\a8b_Mysterious_Adventure_10_Ten_Little_Indians_1982_Digital_Fantasia_GB","1982","Success"
"MOVE","a8b_Mysterious_Adventure_11_Waxworks_1984_Digital_Fantasia_GB_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Mysterious_Adventure_11_Waxworks_1984_Digital_Fantasia_GB_k_file","..\thumbnails-deduped\1984\a8b_Mysterious_Adventure_11_Waxworks_1984_Digital_Fantasia_GB_k_file","1984","Success"
"MOVE","a8b_Najemnik_1992_Krysal_Software_PL_t","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Najemnik_1992_Krysal_Software_PL_t","..\thumbnails-deduped\1992\a8b_Najemnik_1992_Krysal_Software_PL_t","1992","Success"
"MOVE","a8b_Najemnik_Powrot_199x_Krysal_Software_PL","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Najemnik_Powrot_199x_Krysal_Software_PL","..\thumbnails-deduped\1990\a8b_Najemnik_Powrot_199x_Krysal_Software_PL","1990","Success"
"MOVE","a8b_NATO_Commander_1983_MicroProse_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_NATO_Commander_1983_MicroProse_US","..\thumbnails-deduped\1983\a8b_NATO_Commander_1983_MicroProse_US","1983","Success"
"MOVE","a8b_Necromancer_1982_Synapse_Software_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Necromancer_1982_Synapse_Software_US_a_k_file","..\thumbnails-deduped\1982\a8b_Necromancer_1982_Synapse_Software_US_a_k_file","1982","Success"
"MOVE","a8b_Neptunes_Daughters_1984_English_Software_GB_a_req_OSb","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Neptunes_Daughters_1984_English_Software_GB_a_req_OSb","..\thumbnails-deduped\1984\a8b_Neptunes_Daughters_1984_English_Software_GB_a_req_OSb","1984","Success"
"MOVE","a8b_Neverending_Story_The_1986_Datasoft_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Neverending_Story_The_1986_Datasoft_US","..\thumbnails-deduped\1986\a8b_Neverending_Story_The_1986_Datasoft_US","1986","Success"
"MOVE","a8b_New_York_City_The_Big_Apple_1984_Synapse_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_New_York_City_The_Big_Apple_1984_Synapse_Software_US","..\thumbnails-deduped\1984\a8b_New_York_City_The_Big_Apple_1984_Synapse_Software_US","1984","Success"
"MOVE","a8b_Ninja_1986_Mastertronic_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Ninja_1986_Mastertronic_US","..\thumbnails-deduped\1986\a8b_Ninja_1986_Mastertronic_US","1986","Success"
"MOVE","a8b_Ninja_Commando_1989_Zeppelin_Games_GB_a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Ninja_Commando_1989_Zeppelin_Games_GB_a","..\thumbnails-deduped\1989\a8b_Ninja_Commando_1989_Zeppelin_Games_GB_a","1989","Success"
"MOVE","a8b_Ninja_Master_The_1986_Firebird_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Ninja_Master_The_1986_Firebird_GB","..\thumbnails-deduped\1986\a8b_Ninja_Master_The_1986_Firebird_GB","1986","Success"
"MOVE","a8b_Oils_Well_1983_Sierra_On_Line_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Oils_Well_1983_Sierra_On_Line_US_k_file","..\thumbnails-deduped\1983\a8b_Oils_Well_1983_Sierra_On_Line_US_k_file","1983","Success"
"MOVE","a8b_Ollies_Follies_1984_American_Eagle_Software_US_cr_Steve_Bruce_a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Ollies_Follies_1984_American_Eagle_Software_US_cr_Steve_Bruce_a","..\thumbnails-deduped\1984\a8b_Ollies_Follies_1984_American_Eagle_Software_US_cr_Steve_Bruce_a","1984","Success"
"MOVE","a8b_One_Man_and_his_Droid_1986_Mastertronic_GB_cr_Atari_Sysops_Alliance_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_One_Man_and_his_Droid_1986_Mastertronic_GB_cr_Atari_Sysops_Alliance_k_file","..\thumbnails-deduped\1986\a8b_One_Man_and_his_Droid_1986_Mastertronic_GB_cr_Atari_Sysops_Alliance_k_file","1986","Success"
"MOVE","a8b_One_on_One_1983_Electronic_Arts_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_One_on_One_1983_Electronic_Arts_US_a_k_file","..\thumbnails-deduped\1983\a8b_One_on_One_1983_Electronic_Arts_US_a_k_file","1983","Success"
"MOVE","a8b_On_Cue_Pool_87_1987_Mastertronic_GB_a_tape_version_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_On_Cue_Pool_87_1987_Mastertronic_GB_a_tape_version_k_file","..\thumbnails-deduped\1987\a8b_On_Cue_Pool_87_1987_Mastertronic_GB_a_tape_version_k_file","1987","Success"
"MOVE","a8b_On_Cue_Snooker_1987_Mastertronic_GB_cr_Mr._Bacardi_tape_version","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_On_Cue_Snooker_1987_Mastertronic_GB_cr_Mr._Bacardi_tape_version","..\thumbnails-deduped\1987\a8b_On_Cue_Snooker_1987_Mastertronic_GB_cr_Mr._Bacardi_tape_version","1987","Success"
"MOVE","a8b_Operation_Whirlwind_1983_Broderbund_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Operation_Whirlwind_1983_Broderbund_US_k_file","..\thumbnails-deduped\1983\a8b_Operation_Whirlwind_1983_Broderbund_US_k_file","1983","Success"
"MOVE","a8b_Orc_Attack_1983_Thorn_EMI_GB_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Orc_Attack_1983_Thorn_EMI_GB_k_file","..\thumbnails-deduped\1983\a8b_Orc_Attack_1983_Thorn_EMI_GB_k_file","1983","Success"
"MOVE","a8b_ORileys_Mine_1983_Datasoft_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_ORileys_Mine_1983_Datasoft_US_k_file","..\thumbnails-deduped\1983\a8b_ORileys_Mine_1983_Datasoft_US_k_file","1983","Success"
"MOVE","a8b_Pac_Man_1982_Atari_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pac_Man_1982_Atari_US_a_k_file","..\thumbnails-deduped\1982\a8b_Pac_Man_1982_Atari_US_a_k_file","1982","Success"
"MOVE","a8b_Panic_Express_1986_Red_Rat_Software_GB_cr_Yaniv_Prins","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Panic_Express_1986_Red_Rat_Software_GB_cr_Yaniv_Prins","..\thumbnails-deduped\1986\a8b_Panic_Express_1986_Red_Rat_Software_GB_cr_Yaniv_Prins","1986","Success"
"MOVE","a8b_Panther_1987_Mastertronic_GB_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Panther_1987_Mastertronic_GB_k_file","..\thumbnails-deduped\1987\a8b_Panther_1987_Mastertronic_GB_k_file","1987","Success"
"MOVE","a8b_Pastfinder_1984_Activision_US_h_Steve_Bruce_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pastfinder_1984_Activision_US_h_Steve_Bruce_k_file","..\thumbnails-deduped\1984\a8b_Pastfinder_1984_Activision_US_h_Steve_Bruce_k_file","1984","Success"
"MOVE","a8b_Peanut_Butter_Panic_1984_CBS_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Peanut_Butter_Panic_1984_CBS_Software_US","..\thumbnails-deduped\1984\a8b_Peanut_Butter_Panic_1984_CBS_Software_US","1984","Success"
"MOVE","a8b_Pengon_1984_Microdeal_GB_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pengon_1984_Microdeal_GB_k_file","..\thumbnails-deduped\1984\a8b_Pengon_1984_Microdeal_GB_k_file","1984","Success"
"MOVE","a8b_Pensate_1983_Penguin_Software_US_cr_Byte_Breaker_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pensate_1983_Penguin_Software_US_cr_Byte_Breaker_k_file","..\thumbnails-deduped\1983\a8b_Pensate_1983_Penguin_Software_US_cr_Byte_Breaker_k_file","1983","Success"
"MOVE","a8b_Periscope_Up_1988_Atlantis_Software_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Periscope_Up_1988_Atlantis_Software_GB","..\thumbnails-deduped\1988\a8b_Periscope_Up_1988_Atlantis_Software_GB","1988","Success"
"MOVE","a8b_Pharaohs_Curse_The_1983_Synapse_Software_US_a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pharaohs_Curse_The_1983_Synapse_Software_US_a","..\thumbnails-deduped\1983\a8b_Pharaohs_Curse_The_1983_Synapse_Software_US_a","1983","Success"
"MOVE","a8b_Pipeline_1983_Tronix_US_beta_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pipeline_1983_Tronix_US_beta_a_k_file","..\thumbnails-deduped\1983\a8b_Pipeline_1983_Tronix_US_beta_a_k_file","1983","Success"
"MOVE","a8b_Pitfall_1984_Activision_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pitfall_1984_Activision_US","..\thumbnails-deduped\1984\a8b_Pitfall_1984_Activision_US","1984","Success"
"MOVE","a8b_Pitfall_II_Lost_Caverns_1984_Activision_US_custom_title","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pitfall_II_Lost_Caverns_1984_Activision_US_custom_title","..\thumbnails-deduped\1984\a8b_Pitfall_II_Lost_Caverns_1984_Activision_US_custom_title","1984","Success"
"MOVE","a8b_Pitstop_1985_Value_U_Line_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pitstop_1985_Value_U_Line_US","..\thumbnails-deduped\1985\a8b_Pitstop_1985_Value_U_Line_US","1985","Success"
"MOVE","a8b_Pitstop_II_1984_Epyx_US_a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pitstop_II_1984_Epyx_US_a","..\thumbnails-deduped\1984\a8b_Pitstop_II_1984_Epyx_US_a","1984","Success"
"MOVE","a8b_Plaque_Man_1983_BCI_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Plaque_Man_1983_BCI_Software_US","..\thumbnails-deduped\1983\a8b_Plaque_Man_1983_BCI_Software_US","1983","Success"
"MOVE","a8b_Pogo_Joe_1983_ScreenPlay_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pogo_Joe_1983_ScreenPlay_US_a_k_file","..\thumbnails-deduped\1983\a8b_Pogo_Joe_1983_ScreenPlay_US_a_k_file","1983","Success"
"MOVE","a8b_Polar_Pierre_1984_Datamost_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Polar_Pierre_1984_Datamost_US_k_file","..\thumbnails-deduped\1984\a8b_Polar_Pierre_1984_Datamost_US_k_file","1984","Success"
"MOVE","a8b_Pole_Position_1983_Atari_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pole_Position_1983_Atari_US","..\thumbnails-deduped\1983\a8b_Pole_Position_1983_Atari_US","1983","Success"
"MOVE","a8b_Pole_Position_1984_Datasoft_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pole_Position_1984_Datasoft_US","..\thumbnails-deduped\1984\a8b_Pole_Position_1984_Datasoft_US","1984","Success"
"MOVE","a8b_Pooyan_1983_Datasoft_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pooyan_1983_Datasoft_US","..\thumbnails-deduped\1983\a8b_Pooyan_1983_Datasoft_US","1983","Success"
"MOVE","a8b_Popeye_1983_Parker_Brothers_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Popeye_1983_Parker_Brothers_US","..\thumbnails-deduped\1983\a8b_Popeye_1983_Parker_Brothers_US","1983","Success"
"MOVE","a8b_Price_of_Magik_The_1986_Level_9_Computing_GB","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Price_of_Magik_The_1986_Level_9_Computing_GB","..\thumbnails-deduped\1986\a8b_Price_of_Magik_The_1986_Level_9_Computing_GB","1986","Success"
"MOVE","a8b_Protector_1989_Mastertronic_GB_cr_L.K._Safari_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Protector_1989_Mastertronic_GB_cr_L.K._Safari_k_file","..\thumbnails-deduped\1989\a8b_Protector_1989_Mastertronic_GB_cr_L.K._Safari_k_file","1989","Success"
"MOVE","a8b_Protector_II_1982_Synapse_Software_US_a_req_OSb_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Protector_II_1982_Synapse_Software_US_a_req_OSb_k_file","..\thumbnails-deduped\1982\a8b_Protector_II_1982_Synapse_Software_US_a_req_OSb_k_file","1982","Success"
"MOVE","a8b_Pro_Mountain_Bike_Simulator_1989_Alternative_Software_GB_h_Steve_Zipp_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Pro_Mountain_Bike_Simulator_1989_Alternative_Software_GB_h_Steve_Zipp_k_file","..\thumbnails-deduped\1989\a8b_Pro_Mountain_Bike_Simulator_1989_Alternative_Software_GB_h_Steve_Zipp_k_file","1989","Success"
"MOVE","a8b_PuzzlePanic_1984_Epyx_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_PuzzlePanic_1984_Epyx_US_k_file","..\thumbnails-deduped\1984\a8b_PuzzlePanic_1984_Epyx_US_k_file","1984","Success"
"MOVE","a8b_Qix_1982_Atari_US_5200_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Qix_1982_Atari_US_5200_k_file","..\thumbnails-deduped\1982\a8b_Qix_1982_Atari_US_5200_k_file","1982","Success"
"MOVE","a8b_Quasimodo_1985_SynSoft_GB_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Quasimodo_1985_SynSoft_GB_a_k_file","..\thumbnails-deduped\1985\a8b_Quasimodo_1985_SynSoft_GB_a_k_file","1985","Success"
"MOVE","a8b_Questprobe_1_The_Incredible_Hulk_v3.9_125_1984_Adventure_International_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Questprobe_1_The_Incredible_Hulk_v3.9_125_1984_Adventure_International_US_k_file","..\thumbnails-deduped\1984\a8b_Questprobe_1_The_Incredible_Hulk_v3.9_125_1984_Adventure_International_US_k_file","1984","Success"
"MOVE","a8b_Questprobe_2_Spider_Man_1984_Adventure_International","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Questprobe_2_Spider_Man_1984_Adventure_International","..\thumbnails-deduped\1984\a8b_Questprobe_2_Spider_Man_1984_Adventure_International","1984","Success"
"MOVE","a8b_Q_Bert_1983_Parker_Brothers_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Q_Bert_1983_Parker_Brothers_US_k_file","..\thumbnails-deduped\1983\a8b_Q_Bert_1983_Parker_Brothers_US_k_file","1983","Success"
"MOVE","a8b_Raid_over_Moscow_1986_Access_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Raid_over_Moscow_1986_Access_Software_US","..\thumbnails-deduped\1986\a8b_Raid_over_Moscow_1986_Access_Software_US","1986","Success"
"MOVE","a8b_Rainbow_Walker_1983_Synapse_Software_US_XL_XE","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Rainbow_Walker_1983_Synapse_Software_US_XL_XE","..\thumbnails-deduped\1983\a8b_Rainbow_Walker_1983_Synapse_Software_US_XL_XE","1983","Success"
"MOVE","a8b_Rally_Speedway_1983_Adventure_International_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Rally_Speedway_1983_Adventure_International_US_a_k_file","..\thumbnails-deduped\1983\a8b_Rally_Speedway_1983_Adventure_International_US_a_k_file","1983","Success"
"MOVE","a8b_Rally_Speedway_demo_slideshow_1983_Adventure_International_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Rally_Speedway_demo_slideshow_1983_Adventure_International_US","..\thumbnails-deduped\1983\a8b_Rally_Speedway_demo_slideshow_1983_Adventure_International_US","1983","Success"
"MOVE","a8b_Rampage_1987_Activision_GB_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Rampage_1987_Activision_GB_a_k_file","..\thumbnails-deduped\1987\a8b_Rampage_1987_Activision_GB_a_k_file","1987","Success"
"MOVE","a8b_Realm_of_Impossibility_1984_Electronic_Arts_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Realm_of_Impossibility_1984_Electronic_Arts_US","..\thumbnails-deduped\1984\a8b_Realm_of_Impossibility_1984_Electronic_Arts_US","1984","Success"
"MOVE","a8b_Red_Moon_1985_Level_9_Computing_GB_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Red_Moon_1985_Level_9_Computing_GB_a_k_file","..\thumbnails-deduped\1985\a8b_Red_Moon_1985_Level_9_Computing_GB_a_k_file","1985","Success"
"MOVE","a8b_Renaissance_1982_UMI_US_req_OSb_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Renaissance_1982_UMI_US_req_OSb_k_file","..\thumbnails-deduped\1982\a8b_Renaissance_1982_UMI_US_req_OSb_k_file","1982","Success"
"MOVE","a8b_Repton_1983_Sirius_Software_US_a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Repton_1983_Sirius_Software_US_a","..\thumbnails-deduped\1983\a8b_Repton_1983_Sirius_Software_US_a","1983","Success"
"MOVE","a8b_Rescue_on_Fractalus_1985_Epyx_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Rescue_on_Fractalus_1985_Epyx_US","..\thumbnails-deduped\1985\a8b_Rescue_on_Fractalus_1985_Epyx_US","1985","Success"
"MOVE","a8b_Return_of_Heracles_1983_Quality_Software_US_a_req_OSb","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Return_of_Heracles_1983_Quality_Software_US_a_req_OSb","..\thumbnails-deduped\1983\a8b_Return_of_Heracles_1983_Quality_Software_US_a_req_OSb","1983","Success"
"MOVE","a8b_Return_to_Eden_1984_Level_9_Computing_GB_b_playable","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Return_to_Eden_1984_Level_9_Computing_GB_b_playable","..\thumbnails-deduped\1984\a8b_Return_to_Eden_1984_Level_9_Computing_GB_b_playable","1984","Success"
"MOVE","a8b_Richard_Pettys_Talladega_1984_Cosmi_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Richard_Pettys_Talladega_1984_Cosmi_US_a_k_file","..\thumbnails-deduped\1984\a8b_Richard_Pettys_Talladega_1984_Cosmi_US_a_k_file","1984","Success"
"MOVE","a8b_River_Raid_1983_Activision_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_River_Raid_1983_Activision_US_a_k_file","..\thumbnails-deduped\1983\a8b_River_Raid_1983_Activision_US_a_k_file","1983","Success"
"MOVE","a8b_River_Rescue_1983_Thorn_EMI_GB_a","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_River_Rescue_1983_Thorn_EMI_GB_a","..\thumbnails-deduped\1983\a8b_River_Rescue_1983_Thorn_EMI_GB_a","1983","Success"
"MOVE","a8b_Robbo_1989_L.K._Avalon_PL_a_compressed_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Robbo_1989_L.K._Avalon_PL_a_compressed_k_file","..\thumbnails-deduped\1989\a8b_Robbo_1989_L.K._Avalon_PL_a_compressed_k_file","1989","Success"
"MOVE","a8b_Robotron_2084_1983_Atari_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Robotron_2084_1983_Atari_US_a_k_file","..\thumbnails-deduped\1983\a8b_Robotron_2084_1983_Atari_US_a_k_file","1983","Success"
"MOVE","a8b_Rockford_1988_Mastertronic_GB_cr_M.A.D._h_Atlantis_Software_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Rockford_1988_Mastertronic_GB_cr_M.A.D._h_Atlantis_Software_k_file","..\thumbnails-deduped\1988\a8b_Rockford_1988_Mastertronic_GB_cr_M.A.D._h_Atlantis_Software_k_file","1988","Success"
"MOVE","a8b_Rogue_1988_Mastertronic_de_cr_Mr._Bacardi_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Rogue_1988_Mastertronic_de_cr_Mr._Bacardi_k_file","..\thumbnails-deduped\1988\a8b_Rogue_1988_Mastertronic_de_cr_Mr._Bacardi_k_file","1988","Success"
"MOVE","a8b_Round_About_1983_Datamost_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Round_About_1983_Datamost_US","..\thumbnails-deduped\1983\a8b_Round_About_1983_Datamost_US","1983","Success"
"MOVE","a8b_Ruff_and_Reddy_1990_Hi_Tec_Software_GB_cr_KSL_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Ruff_and_Reddy_1990_Hi_Tec_Software_GB_cr_KSL_k_file","..\thumbnails-deduped\1990\a8b_Ruff_and_Reddy_1990_Hi_Tec_Software_GB_cr_KSL_k_file","1990","Success"
"MOVE","a8b_Run_for_the_Money_1984_Scarborough_Systems_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Run_for_the_Money_1984_Scarborough_Systems_US","..\thumbnails-deduped\1984\a8b_Run_for_the_Money_1984_Scarborough_Systems_US","1984","Success"
"MOVE","a8b_Sargon_III_1985_Hayden_Software_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Sargon_III_1985_Hayden_Software_US_k_file","..\thumbnails-deduped\1985\a8b_Sargon_III_1985_Hayden_Software_US_k_file","1985","Success"
"MOVE","a8b_Sargon_II_1982_Hayden_Software_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Sargon_II_1982_Hayden_Software_US_a_k_file","..\thumbnails-deduped\1982\a8b_Sargon_II_1982_Hayden_Software_US_a_k_file","1982","Success"
"MOVE","a8b_Savage_Pond_1983_Starcade_Software_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Savage_Pond_1983_Starcade_Software_US_k_file","..\thumbnails-deduped\1983\a8b_Savage_Pond_1983_Starcade_Software_US_k_file","1983","Success"
"MOVE","a8b_Scrolls_of_Abadon_The_1984_Access_Software_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Scrolls_of_Abadon_The_1984_Access_Software_US","..\thumbnails-deduped\1984\a8b_Scrolls_of_Abadon_The_1984_Access_Software_US","1984","Success"
"MOVE","a8b_Seafox_1982_Broderbund_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Seafox_1982_Broderbund_US_a_k_file","..\thumbnails-deduped\1982\a8b_Seafox_1982_Broderbund_US_a_k_file","1982","Success"
"MOVE","a8b_Sea_Dragon_1982_Adventure_International_US_h_Todd_Solomon_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Sea_Dragon_1982_Adventure_International_US_h_Todd_Solomon_k_file","..\thumbnails-deduped\1982\a8b_Sea_Dragon_1982_Adventure_International_US_h_Todd_Solomon_k_file","1982","Success"
"MOVE","a8b_Sea_Dragon_v1.0_1982_Adventure_International_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Sea_Dragon_v1.0_1982_Adventure_International_US_k_file","..\thumbnails-deduped\1982\a8b_Sea_Dragon_v1.0_1982_Adventure_International_US_k_file","1982","Success"
"MOVE","a8b_Sea_Dragon_v2.0_1982_Adventure_International_US","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Sea_Dragon_v2.0_1982_Adventure_International_US","..\thumbnails-deduped\1982\a8b_Sea_Dragon_v2.0_1982_Adventure_International_US","1982","Success"
"MOVE","a8b_Sea_Dragon_vC2.1_1982_Adventure_International_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Sea_Dragon_vC2.1_1982_Adventure_International_US_k_file","..\thumbnails-deduped\1982\a8b_Sea_Dragon_vC2.1_1982_Adventure_International_US_k_file","1982","Success"
"MOVE","a8b_Sea_Horse_Hiden_Seek_1984_CBS_Software_US_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Sea_Horse_Hiden_Seek_1984_CBS_Software_US_k_file","..\thumbnails-deduped\1984\a8b_Sea_Horse_Hiden_Seek_1984_CBS_Software_US_k_file","1984","Success"
"MOVE","a8b_Secret_Diary_of_Adrian_Mole_The_1985_Mosaic_Publishing_GB_no_SIO_patch","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Secret_Diary_of_Adrian_Mole_The_1985_Mosaic_Publishing_GB_no_SIO_patch","..\thumbnails-deduped\1985\a8b_Secret_Diary_of_Adrian_Mole_The_1985_Mosaic_Publishing_GB_no_SIO_patch","1985","Success"
"MOVE","a8b_Serpentine_1982_Broderbund_US_a_k_file","C:\Users\grant\projects\C64-Museum\thumbnails-deduped\a8b_Serpentine_1982_Broderbund_US_a_k_file","..\thumbnails-deduped\1982\a8b_Serpentine_1982_Broderbund_US_a_k_file","1982","Success"
